icao24,origin_country,velocity,on_ground
896357,United Arab Emirates,224.86,False
780a98,China,255.34,False
a452c4,United States,105.27,False
739603,Israel,104.76,False
acbe88,United States,201.19,False
a728e5,United States,215.24,False
a34729,United States,274.42,False
c07fbb,Canada,254.68,False
a26db7,United States,47.67,False
780a9e,China,1.29,True
c07fb4,Canada,187.43,False
ac5b89,United States,108.65,False
a0e751,United States,199.84,False
c07fb0,Canada,202.54,False
c07fb1,Canada,141.47,False
aa95ac,United States,89.29,False
a08446,United States,0.0,True
02019c,Morocco,217.8,False
a5d5ae,United States,224.11,False
c07fb8,Canada,90.29,False
c07fb9,Canada,199.85,False
ad7b4d,United States,253.14,False
aa2e36,United States,0.06,True
c07fdb,Canada,145.59,False
c07fe9,Canada,225.66,False
4bb0e7,Turkey,233.8,False
4bb0e8,Turkey,226.86,False
4bb0e3,Turkey,237.57,False
a715c6,United States,229.39,False
a2270f,United States,177.24,False
a6f5b5,United States,178.79,False
e80600,Chile,204.44,False
e80601,Chile,195.71,False
a37aa3,United States,229.89,False
a22771,United States,245.89,False
abf396,United States,202.26,False
ac006d,United States,178.93,False
7c0d04,Australia,74.59,False
a9db89,United States,27.27,False
ac0094,United States,3.34,True
abe075,United States,217.32,False
a34759,United States,43.33,False
a3472f,United States,161.85,False
a98b76,United States,225.96,False
a75da2,United States,218.02,False
a63dc7,United States,81.93,False
8a07ea,Indonesia,101.25,False
780a16,China,222.68,False
780a17,China,232.86,False
4bb208,Turkey,237.36,False
4bb206,Turkey,242.02,False
abe09a,United States,200.37,False
a1f46b,United States,183.73,False
4bb202,Turkey,232.37,False
4bb20a,Turkey,233.73,False
4bb215,Turkey,210.86,False
a822d6,United States,214.63,False
a1e144,United States,67.22,False
a2147c,United States,264.08,False
a38df3,United States,49.87,False
780a2b,China,163.24,False
ad45a4,United States,266.61,False
a9ee42,United States,49.91,False
a13af4,United States,276.72,False
e48fb6,Brazil,246.95,False
780a3f,China,265.9,False
780a3a,China,242.3,False
89505e,Brunei Darussalam,189.84,False
a3475e,United States,3.34,True
a07177,United States,261.14,False
780a59,China,244.56,False
780a58,China,0.0,True
a32114,United States,57.31,False
ac5b20,United States,187.88,False
a44169,United States,291.05,False
a44166,United States,0.0,True
a82449,United States,55.6,False
c013e1,Canada,259.77,False
841ebc,Japan,174.01,False
ad4891,United States,52.5,False
a6946b,United States,247.2,False
a4414a,United States,227.41,False
4bb109,Turkey,266.19,False
ad7bdf,United States,100.21,False
c05c86,Canada,11.32,True
a3a9a2,United States,244.76,False
a4eafd,United States,215.52,False
7c779e,Australia,32.38,False
4bb10a,Turkey,253.13,False
7c7794,Australia,178.14,False
a7178c,United States,266.76,False
a83782,United States,205.08,False
a83781,United States,255.18,False
a83787,United States,248.34,False
abe23e,United States,233.77,False
a0e6c6,United States,71.51,False
a69424,United States,247.66,False
8963d7,United Arab Emirates,97.84,False
a239e0,United States,237.7,False
c05c0e,Canada,211.71,False
ac159a,United States,138.98,False
a4418c,United States,133.36,False
a359c2,United States,220.8,False
a13c43,United States,242.58,False
4bb189,Turkey,8.23,True
4bb185,Turkey,247.23,False
aa8537,United States,285.7,False
4bb183,Turkey,260.78,False
a226c5,United States,163.11,False
a359bc,United States,226.48,False
8963e7,United Arab Emirates,150.48,False
a82427,United States,24.7,False
4bb156,Turkey,223.92,False
aa2ed8,United States,89.07,False
c013c3,Canada,180.16,False
a44187,United States,206.75,False
781e0a,China,83.52,False
a13c0b,United States,0.0,True
4bb14b,Turkey,228.99,False
4bb159,Turkey,280.58,False
aa9848,United States,69.27,False
4067f5,United Kingdom,278.55,False
4067f7,United Kingdom,269.54,False
a8372b,United States,31.18,False
a4eacb,United States,260.36,False
a3a9eb,United States,287.28,False
a586b0,United States,223.67,False
a13c73,United States,195.27,False
ab4ea8,United States,242.89,False
ac2813,United States,82.58,False
8007b3,India,168.73,False
a3df4a,United States,224.84,False
a4c9f8,United States,286.1,False
a51f4a,United States,1.54,True
a1f3a1,United States,50.42,False
aae82f,United States,60.05,False
7c7720,Australia,84.67,False
a26f5e,United States,22.55,False
a8119c,United States,156.24,False
781caa,China,247.77,False
4bb193,Turkey,267.12,False
4bb190,Turkey,258.11,False
a62c1a,United States,203.95,False
8a074b,Indonesia,198.48,False
4bb18e,Turkey,218.79,False
4bb18f,Turkey,241.31,False
4bb18b,Turkey,219.37,False
896512,United Arab Emirates,75.97,False
a63f4e,United States,9.26,True
a849ab,United States,213.1,False
02005a,Morocco,215.24,False
a359de,United States,62.97,False
89650a,United Arab Emirates,227.6,False
a599a8,United States,214.04,False
a3a9aa,United States,86.55,False
a466fc,United States,182.46,False
a3a9af,United States,245.71,False
abf515,United States,14.81,False
a1e0cd,United States,224.25,False
7c7772,Australia,207.91,False
ad350a,United States,100.32,False
ac5bb0,United States,186.76,False
a70491,United States,203.81,False
acbea2,United States,148.16,False
c80d61,New Zealand,37.84,False
ad8ed7,United States,171.5,False
ad8ed4,United States,226.58,False
a5e9a1,United States,47.33,False
a3df1e,United States,228.36,False
aa7288,United States,178.56,False
a99df4,United States,61.71,False
846250,Japan,172.36,False
ac1547,United States,228.93,False
8a070a,Indonesia,78.2,False
ac287c,United States,207.13,False
a81163,United States,197.53,False
a200ba,United States,204.95,False
a466d2,United States,68.94,False
e0658e,Argentina,0.0,True
89647f,United Arab Emirates,224.99,False
ac13d6,United States,226.2,False
acbf60,United States,223.63,False
ad46e5,United States,49.96,False
aa83ec,United States,41.12,False
c80d98,New Zealand,69.5,False
780b7c,China,225.12,False
7cc5ed,Australia,30.37,False
c06de0,Canada,53.86,False
40683e,United Kingdom,127.6,False
a320f9,United States,209.41,False
a560f3,United States,272.53,False
a560f4,United States,212.83,False
ac00b1,United States,207.54,False
a810ac,United States,145.43,False
e48ec6,Brazil,224.71,False
7c75ed,Australia,54.26,False
abf3da,United States,193.26,False
ac00d6,United States,212.78,False
7c7701,Australia,259.9,False
02008b,Morocco,233.55,False
a07228,United States,166.25,False
abe0bb,United States,221.54,False
89644d,United Arab Emirates,137.96,False
a1f503,United States,173.41,False
406891,United Kingdom,212.49,False
a01be7,United States,111.55,False
896461,United Arab Emirates,227.03,False
02007a,Morocco,263.27,False
a693aa,United States,174.32,False
896463,United Arab Emirates,257.31,False
ac00f6,United States,254.27,False
a3cc82,United States,223.21,False
a716f6,United States,186.91,False
87cde5,Japan,167.19,False
a87f50,United States,234.81,False
a87f51,United States,137.63,False
a99f16,United States,265.98,False
aae810,United States,222.6,False
ac018c,United States,0.0,True
75010b,Malaysia,169.43,False
781e1f,China,238.25,False
ab06a1,United States,48.49,False
a0c238,United States,215.87,False
781e2a,China,6.94,True
8963a2,United Arab Emirates,248.43,False
a5c504,United States,1.54,True
a34878,United States,220.24,False
8963a9,United Arab Emirates,272.54,False
a3484e,United States,233.8,False
a0c20f,United States,112.64,False
a1087a,United States,228.53,False
acbf02,United States,183.99,False
a13bcb,United States,0.0,True
a930f0,United States,29.26,False
ac6f31,United States,190.43,False
ab3c0d,United States,218.19,False
84c3fc,Japan,142.84,False
a01bfa,United States,45.79,False
e06543,Argentina,236.18,False
a4423a,United States,165.71,False
780b2b,China,220.96,False
ab19fb,United States,272.25,False
aa9800,United States,270.35,False
addf01,United States,231.14,False
a1e270,United States,243.44,False
a44240,United States,203.37,False
a810d7,United States,205.35,False
ab4f5d,United States,216.06,False
a810ba,United States,228.52,False
800879,India,4.89,True
7c75e1,Australia,147.39,False
c012f2,Canada,74.41,False
aae6cd,United States,267.85,False
a1f595,United States,242.75,False
a4421d,United States,214.11,False
ac13b3,United States,258.19,False
a1e23a,United States,204.7,False
ab4f80,United States,93.7,False
781e95,China,227.29,False
a44212,United States,270.37,False
aad3c9,United States,292.17,False
ab3c61,United States,215.47,False
a6d0ea,United States,50.81,False
a98c5f,United States,64.24,False
0ac001,Colombia,0.0,False
3a2e21,France,247.36,False
3a2e22,France,249.63,False
aa70d9,United States,57.8,False
c80cfa,New Zealand,46.93,False
a38af8,United States,10.29,True
ac252a,United States,70.23,False
841fdc,Japan,0.0,True
3965a1,France,233.08,False
3965a4,France,240.19,False
c049fd,Canada,0.26,True
ab1890,United States,131.18,False
3965a8,France,234.72,False
a88da4,United States,57.7,False
a9672c,United States,196.36,False
a64df2,United States,201.9,False
3462c8,Spain,204.19,False
aa2bc4,United States,0.45,True
a4a11d,United States,149.19,False
aa2bc2,United States,6.43,True
c023c5,Canada,177.81,False
aa2bc1,United States,6.69,True
aaf87f,United States,205.18,False
a4b470,United States,267.68,False
ad9edf,United States,8.75,True
846333,Japan,264.84,False
a35781,United States,203.74,False
a7275f,United States,165.15,False
c023b7,Canada,224.07,False
a009a4,United States,152.86,False
781f00,China,301.47,False
3475d3,Spain,240.56,False
aa2ba2,United States,247.57,False
aad249,United States,262.03,False
acced9,United States,270.75,False
a45171,United States,56.02,False
a129dc,United States,198.8,False
a27f07,United States,4.63,True
781f23,China,147.36,False
4bb069,Turkey,231.65,False
781f27,China,212.73,False
a72711,United States,190.73,False
750140,Malaysia,226.21,False
a3ede4,United States,100.39,False
a03f24,United States,232.64,False
8964bc,United Arab Emirates,228.9,False
c07f39,Canada,148.56,False
a60751,United States,30.83,False
ac2594,United States,79.75,False
4077d3,United Kingdom,287.71,False
780c00,China,227.08,False
a4b420,United States,206.48,False
a03f1e,United States,0.77,True
a129b0,United States,206.19,False
a4b423,United States,63.07,False
a4c754,United States,65.18,False
781f2a,China,201.55,False
c07f32,Canada,104.13,False
ac259b,United States,241.21,False
a369e7,United States,213.85,False
e80452,Chile,124.4,False
781dac,China,224.21,False
e80455,Chile,171.51,False
a70181,United States,201.31,False
a8cadb,United States,0.0,True
e80459,Chile,259.06,False
e8044b,Chile,229.06,False
c02494,Canada,257.97,False
e8044e,Chile,236.77,False
e80463,Chile,216.74,False
781dbd,China,107.34,False
781dba,China,152.67,False
a103ba,United States,37.89,False
e8045b,Chile,260.04,False
780aa3,China,237.06,False
780aa8,China,252.63,False
c07f02,Canada,211.17,False
39b5d1,France,70.77,False
a27f2e,United States,191.97,False
c07f01,Canada,212.29,False
4ac8a8,Sweden,297.44,False
4bb070,Turkey,229.66,False
a02c40,United States,210.19,False
781de8,China,168.03,False
4bb06e,Turkey,231.16,False
a4c6b3,United States,230.85,False
e80480,Chile,201.78,False
a2cf07,United States,182.28,False
780ab9,China,70.77,False
40653a,United Kingdom,168.83,False
780aac,China,250.16,False
a03f84,United States,187.66,False
8008c7,India,5.14,True
780ac8,China,247.59,False
780ac6,China,135.27,False
a9a419,United States,216.82,False
a2cf6a,United States,205.71,False
c81f69,New Zealand,54.08,False
a88df0,United States,0.19,True
aaf831,United States,192.0,False
ab050f,United States,0.0,True
780ad9,China,216.68,False
896616,United Arab Emirates,146.93,False
e80421,Chile,77.23,False
ab184d,United States,191.01,False
a9b755,United States,243.9,False
7c788f,Australia,167.51,False
7c788d,Australia,157.21,False
e80426,Chile,213.79,False
a6e10b,United States,55.51,False
a9fdc3,United States,237.82,False
89660c,United Arab Emirates,261.25,False
ab4ba6,United States,254.45,False
ac250b,United States,121.13,False
7c7888,Australia,189.84,False
ad5837,United States,276.9,False
7c7886,Australia,0.39,True
7c7885,Australia,246.18,False
43bea5,United Kingdom,233.11,False
aaf83c,United States,224.23,False
a9b70e,United States,142.06,False
39a2e0,France,241.6,False
e8042b,Chile,5.92,True
347692,Spain,255.58,False
a2cf40,United States,154.34,False
485f82,Kingdom of the Netherlands,255.28,False
a2bc12,United States,0.64,True
a02c7b,United States,285.3,False
a14c70,United States,270.49,False
a223ba,United States,229.55,False
a70151,United States,106.31,False
e80443,Chile,120.0,False
780aec,China,293.57,False
485f85,Kingdom of the Netherlands,268.59,False
a9a404,United States,205.92,False
a02c91,United States,141.17,False
a369ee,United States,202.22,False
a94105,United States,225.64,False
e80446,Chile,137.82,False
e80445,Chile,256.46,False
a76f67,United States,212.03,False
0d106e,Mexico,80.47,False
abaf47,United States,209.63,False
a87c12,United States,140.05,False
a210e9,United States,46.83,False
ab5f6a,United States,222.41,False
3009c5,Italy,5.92,True
a1f0d8,United States,49.7,False
34644e,Spain,237.43,False
accf1c,United States,199.22,False
ac36cc,United States,259.93,False
ac6c1f,United States,46.3,False
8a09d6,Indonesia,237.66,False
a63c5f,United States,55.96,False
a76f87,United States,201.48,False
e0648b,Argentina,76.39,False
a2bc5a,United States,265.69,False
a726fb,United States,158.54,False
34510a,Spain,264.38,False
c06aac,Canada,261.31,False
a690a8,United States,0.0,True
ada6b9,United States,10.8,True
740821,Jordan,271.58,False
740823,Jordan,248.03,False
3b4bff,France,0.0,True
461f4e,Finland,298.24,False
461f4a,Finland,248.54,False
461f4b,Finland,6.94,True
461f4d,Finland,261.11,False
48af08,Poland,224.25,False
a3dc34,United States,213.45,False
7500e4,Malaysia,180.22,False
a27ea8,United States,8.23,True
0d1049,Mexico,250.54,False
ad9f7f,United States,214.85,False
0d103d,Mexico,177.93,False
89656e,United Arab Emirates,232.2,False
a619f9,United States,45.86,False
a09533,United States,204.62,False
461f5a,Finland,255.37,False
896587,United Arab Emirates,182.19,False
ac10af,United States,220.33,False
89653a,United Arab Emirates,155.87,False
7c7801,Australia,0.0,True
c0371f,Canada,192.44,False
781eb8,China,241.91,False
a76f48,United States,275.43,False
781eb7,China,241.32,False
ac23ef,United States,216.36,False
7c7803,Australia,249.76,False
461f48,Finland,257.41,False
a52f89,United States,47.47,False
a15ea4,United States,44.4,False
896558,United Arab Emirates,248.99,False
896556,United Arab Emirates,234.86,False
4b9907,Turkey,254.24,False
896559,United Arab Emirates,198.59,False
781ebc,China,245.48,False
aa818d,United States,171.23,False
461f56,Finland,300.64,False
461f59,Finland,258.5,False
407838,United Kingdom,220.32,False
461f55,Finland,252.66,False
461f50,Finland,250.59,False
a22539,United States,184.5,False
7c0f55,Australia,0.45,True
a690fb,United States,0.06,True
a26bb8,United States,279.04,False
ae6470,United States,105.31,False
8964b6,United Arab Emirates,91.84,False
8964b3,United Arab Emirates,266.57,False
a0f869,United States,65.66,False
750238,Malaysia,210.78,False
ac249e,United States,93.35,False
